"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"ENSMUSG00000042719",2.24884422292544,4.76937821080008,37.6306891231303,0.000113132901465818,0.00245429881792657,"Naa25"
"ENSMUSG00000039844",-1.38219250051229,6.68368639207436,37.6202918065256,0.000113247976299069,0.00245429881792657,"Rapgef1"
"ENSMUSG00000022914",-1.46867478453382,6.95683493478787,37.5496204075015,0.00011410652666454,0.00245429881792657,"Brwd1"
"ENSMUSG00000034563",-2.12233467114773,2.55956844732392,37.5524793084642,0.000114159125862755,0.00245429881792657,"Ccpg1"
"ENSMUSG00000026579",-2.40074619566705,5.1620618620872,37.5436976925204,0.000114188996777336,0.00245429881792657,"F5"
"ENSMUSG00000020484",-1.14800481496281,7.17840604357146,37.5068933093183,0.000114629384118922,0.00245429881792657,"Xbp1"
"ENSMUSG00000057963",1.13148321554212,3.27415602638528,37.4993874137142,0.000114735144675296,0.00245429881792657,"Itpk1"
"ENSMUSG00000045665",1.42735175419237,3.45474709850167,37.4860548333606,0.000114901169215977,0.00245429881792657,"Mfsd5"
"ENSMUSG00000062866",-1.27749860082013,4.34467364290868,37.4388947643031,0.000115473167930606,0.00246028097528194,"Phactr2"
"ENSMUSG00000029427",-1.52895334475817,4.40817489822025,37.4182920295653,0.000115733327485878,0.00246114497368925,"Zcchc8"
"ENSMUSG00000045312",1.39206762020136,4.73929023892991,37.2663942054267,0.000117627498974748,0.00249384008507752,"Lhfpl2"
"ENSMUSG00000042548",-1.15615299944165,6.48138087168615,37.2418214667873,0.000117938363977075,0.00249384008507752,"Asxl1"
"ENSMUSG00000024601",1.60435226733898,1.82160845830716,37.087944466553,0.000120062885129523,0.00252921946174166,"Isoc1"
"ENSMUSG00000029715",1.84640313984224,0.925610543214699,37.0221349954221,0.000121399581586641,0.00254922991346043,"Pop7"
"ENSMUSG00000036990",1.11428876938531,4.66315594492282,36.9511746183138,0.000121700081621638,0.00254922991346043,"Otud4"
"ENSMUSG00000074899",-1.77743424320338,2.28595328591401,36.9515021607699,0.000121788665189284,0.00254922991346043,"Sptbn5"
"ENSMUSG00000019699",1.37337489475356,3.84719618384656,36.9339654167905,0.000121938783964567,0.00254922991346043,"Akt3"
"ENSMUSG00000021306",-1.35729093673245,2.16798523006417,36.7523936753967,0.000124432890974021,0.0025855987286912,"Gpr137b"
"ENSMUSG00000021565",1.5247135397893,1.1143983485892,36.7528959735092,0.000124711423105897,0.0025855987286912,"Slc6a19"
"ENSMUSG00000017485",-1.46442607472032,5.6194928246313,36.7129821761573,0.000124889863232784,0.0025855987286912,"Top2b"
"ENSMUSG00000022765",1.00984057090503,5.413815453594,36.7117192468761,0.000124907034474524,0.0025855987286912,"Snap29"
"ENSMUSG00000034274",1.13347308089046,2.29559219830783,36.696219772265,0.000125180113543321,0.0025855987286912,"Thoc5"
"ENSMUSG00000075042",-2.11119802101645,0.596052878003588,36.7679740514847,0.000125674953624742,0.0025855987286912,"4930431P03Rik"
"ENSMUSG00000034686",-2.58311983727248,3.07130544681234,36.6380635491311,0.000125984826277375,0.0025855987286912,"Prr7"
"ENSMUSG00000079227",2.13741934563186,2.96128033727083,36.6314607956415,0.000126057676029596,0.0025855987286912,"Ccr5"
"ENSMUSG00000097223",-1.8106408032736,1.32268965947963,36.5982951665691,0.000126814460919694,0.00259344829110769,"Gm2449"
"ENSMUSG00000021595",1.20432981957529,2.8885883480221,36.5383085841223,0.000127331385150418,0.00259396091009883,"Nsun2"
"ENSMUSG00000034947",2.23525924203366,4.15952427422722,36.4644582365782,0.000128339990813764,0.00259928437382453,"Tmem106a"
"ENSMUSG00000025236",-1.13517699644907,6.19028865676938,36.4605187880058,0.000128381459960109,0.00259928437382453,"Adpgk"
"ENSMUSG00000030276",-1.45466377923298,4.79335111384864,36.4468579147765,0.000128574383155786,0.00259928437382453,"Ttll3"
"ENSMUSG00000021298",-1.34271813118435,6.78089896009239,36.436239138038,0.000128723371774125,0.00259928437382453,"Gpr132"
"ENSMUSG00000026694",-1.44542544060112,1.55743814732599,36.4184150136496,0.000129163476691641,0.0026034500651848,"Mettl13"
"ENSMUSG00000047293",2.71044506549171,0.523628879466807,36.663975240098,0.000129394279138746,0.0026034500651848,"Gpr15"
"ENSMUSG00000056459",-2.56683026836385,1.06537952935835,36.3016057010755,0.000131946051308164,0.00262781153390076,"Zbtb25"
"ENSMUSG00000045349",-2.12352138929215,1.85579612123843,36.2228965214257,0.000132011947317402,0.00262781153390076,"Sh2d5"
"ENSMUSG00000031431",1.54406480320499,7.91256123836776,36.1861741064467,0.000132309711823624,0.00262906904327544,"Tsc22d3"
"ENSMUSG00000003882",1.613928798109,2.73837218712491,36.1376268701299,0.00013308116192217,0.002635166388829,"Il7r"
"ENSMUSG00000020476",1.03480506759451,7.08238617350481,36.1330620851726,0.0001330868364484,0.002635166388829,"Dbnl"
"ENSMUSG00000027907",-1.8417416983467,8.08965784293895,36.0462844510931,0.000134368356518809,0.00265584862699522,"S100a11"
"ENSMUSG00000037172",-1.96837853920347,4.22159311620335,36.0119081091993,0.000134893363022887,0.00266153154823503,"Dennd11"
"ENSMUSG00000041949",-1.27317124181148,2.62571752258853,35.9005613171449,0.000136614343537014,0.00268512879669599,"Tango6"
"ENSMUSG00000059089",2.17669945729774,8.22597285458095,35.8837959644095,0.000136808114831214,0.00268512879669599,"Fcgr4"
"ENSMUSG00000028042",1.42686505520888,6.09048801638003,35.854560168083,0.000137252837220026,0.00268914780895949,"Zbtb7b"
"ENSMUSG00000027199",1.39684950179921,0.611946995401262,35.7806698027235,0.000139117986237176,0.00271619385324046,"Gatm"
"ENSMUSG00000097471",-1.13648911612712,4.23334482852843,35.5596786066306,0.000141842513172251,0.00275977264778024,"5830432E09Rik"
"ENSMUSG00000013419",-3.08031822840756,2.28017293941769,35.5116987167443,0.000143001928411759,0.00277372102105116,"Zbtb47"
"ENSMUSG00000092131",-2.30674760855593,1.2124705829174,35.5313528444768,0.000143054407974263,0.00277372102105116,"BC050972"
"ENSMUSG00000068335",1.56241149135873,2.66805060970989,35.4591637929387,0.000143505853806339,0.00277559422416651,"Dok1"
"ENSMUSG00000022570",1.06860561507027,2.55556163288853,35.4295220294796,0.000143975510043531,0.00277716616361077,"Gfus"
"ENSMUSG00000035781",-2.19744790042146,5.97736507465401,35.3145751751075,0.000145785923893598,0.00279454033690599,"R3hdm4"
"ENSMUSG00000015804",1.29713611556429,3.55409962289717,35.3146015745512,0.000145800451688229,0.00279454033690599,"Med28"
"ENSMUSG00000022075",-1.93670433926713,1.94605500489581,35.317960226699,0.000145917766276616,0.00279454033690599,"Rhobtb2"
"ENSMUSG00000031755",-2.17491491204817,2.00486983042088,35.2191874937097,0.000147579072071017,0.00281661744379937,"Bbs2"
"ENSMUSG00000075602",2.17194943027322,2.60664766990347,35.2003751178121,0.000147780053266175,0.00281661744379937,"Ly6a"
"ENSMUSG00000005371",-1.44344190122793,8.2389968469985,35.1680373969001,0.000148210280612576,0.00281844033183366,"Fbxo11"
"ENSMUSG00000071322",-1.73141371635994,1.3713223021918,35.1470168415168,0.000148908312012917,0.00282371481003174,"Tcp10a"
"ENSMUSG00000037759",-1.11545804599277,5.29367186528247,35.0954084601016,0.000149430300788124,0.00282882665698058,"Ptger2"
"ENSMUSG00000002997",-1.58798073545596,2.98229172721227,35.0319769382,0.000150547881392059,0.0028403873851192,"Prkar2b"
"ENSMUSG00000037533",-1.88647838652657,7.13720994586846,34.8562250533536,0.000153532992692659,0.0028629688005102,"Rapgef6"
"ENSMUSG00000026930",-1.45888657050075,3.77515221082418,34.8369028737582,0.000153885478402742,0.00286477501073012,"Gpsm1"
"ENSMUSG00000032300",1.10953081489665,8.1005295100148,34.7961176830398,0.000154585240810836,0.00286882892625737,"1700017B05Rik"
"ENSMUSG00000024339",2.0576295936684,8.31920458609977,34.7944132505899,0.000154615211159048,0.00286882892625737,"Tap2"
"ENSMUSG00000032561",-2.94354090952469,4.80963350159307,34.7561300490226,0.000155305923198147,0.00287688178724238,"Acp3"
"ENSMUSG00000028015",1.82327041893995,1.66239127975509,34.7008691892951,0.000156542060194925,0.00289022548369773,"Ctso"
"ENSMUSG00000022575",1.60310177125635,7.08140188612068,34.6296520967981,0.000157545138141104,0.00290396112359762,"Gsdmd"
"ENSMUSG00000116114",-1.28224174151533,1.03714598315355,34.5684424301717,0.000159042730994507,0.00292675186577248,"Gm35853"
"ENSMUSG00000063439",-1.55131379764904,5.50937473406382,34.4325045794731,0.000161139463858345,0.00295563006785675,"B9d2"
"ENSMUSG00000003808",1.43711846607387,3.00764358395289,34.2920196156379,0.000163807472529239,0.00298163550494209,"Farsa"
"ENSMUSG00000026956",1.60535476773632,3.32914396350455,34.275514652101,0.000164103741158663,0.00298163550494209,"Uap1l1"
"ENSMUSG00000076441",1.53089230304084,4.02393508063404,34.2719817829158,0.000164153574243711,0.00298163550494209,"Ass1"
"ENSMUSG00000023960",1.72977895213041,3.00650941337897,34.2421475841808,0.000164754958040952,0.002985612452643,"Enpp5"
"ENSMUSG00000032254",-1.70672926223504,3.59405904371624,34.2327778733913,0.000164905336681183,0.002985612452643,"Kif23"
"ENSMUSG00000014773",2.12628171901122,3.57416793838559,34.1460265867978,0.00016657293245934,0.00301094008721263,"Dll1"
"ENSMUSG00000013353",-1.04320880776413,3.61902918836377,34.0119288262309,0.000169157231282524,0.0030527296151099,"Siglecl2"
"ENSMUSG00000024193",-1.19943793953489,5.87607767834202,33.9788321916123,0.000169791116884209,0.00305924284070953,"Phf1"
"ENSMUSG00000032349",-2.90530419904014,5.58250675973961,33.9562309013641,0.00017025046012881,0.00306259535580028,"Elovl5"
"ENSMUSG00000020709",1.22349858224244,6.27707558075941,33.9206857214849,0.000170939877259154,0.0030671629773151,"Adap2"
"ENSMUSG00000031639",3.25683483978712,1.7123581496305,33.9896272122892,0.000171051740949579,0.0030671629773151,"Tlr3"
"ENSMUSG00000068245",3.49851607930233,3.6800934076459,33.9033265288854,0.000171404396518827,0.00306857679199121,"Phf11d"
"ENSMUSG00000033880",3.42784317877172,7.26711728019884,33.6944946381045,0.000175498837791511,0.0031169817355459,"Lgals3bp"
"ENSMUSG00000044701",2.32864975454081,3.06040340252176,33.6450464681859,0.000176588566717095,0.00312642664644311,"Il27"
"ENSMUSG00000039981",1.7894423350571,2.36357164922363,33.6205717263418,0.000177139095962378,0.00312780969539522,"Zc3h12d"
"ENSMUSG00000020308",1.05024093053722,2.09986667881987,33.5248335426822,0.000179113294479991,0.00315616775351771,"Tpgs1"
"ENSMUSG00000041642",-1.52500170649956,5.21155306544109,33.4302527480669,0.000181011316272429,0.00317131893059183,"Kif21b"
"ENSMUSG00000111425",-1.36339665288385,1.08141614034389,33.4464000130336,0.000181105033959023,0.00317131893059183,"Gm47324"
"ENSMUSG00000032333",1.340524730447,3.39454806705735,33.3822741825774,0.000182056678425871,0.00317805170579242,"Stoml1"
"ENSMUSG00000020605",1.40092588667459,2.70845229126544,33.3629541336547,0.000182524045748607,0.00318125502442401,"Hs1bp3"
"ENSMUSG00000032105",-1.09724592205582,2.27590149066321,33.3121224385824,0.000183626475462313,0.0031919059392575,"Nherf4"
"ENSMUSG00000032815",1.96764884825091,1.45544773470789,33.3259653448191,0.000183704767629257,0.0031919059392575,"Fanca"
"ENSMUSG00000063663",-1.26051323369082,5.49737935770018,33.2343998856817,0.000185231252994062,0.00319905117037975,"Brwd3"
"ENSMUSG00000068329",1.20506230239593,2.44428276896956,33.2255855603193,0.000185505237899411,0.00319905117037975,"Htra2"
"ENSMUSG00000005779",1.05133097748787,5.44822481623802,33.2071058456035,0.000185828706336863,0.00319905117037975,"Psmb4"
"ENSMUSG00000027635",-1.44728996739038,2.71370832130141,33.1956840449105,0.000186156899130114,0.00319978584133618,"Dsn1"
"ENSMUSG00000020010",-1.15178450018964,3.59873922413286,33.1730230145433,0.000186595507528997,0.0032024132509609,"Vnn3"
"ENSMUSG00000029291",1.10661864898134,4.87209269224471,33.1405262588526,0.000187296294493113,0.00320347073018476,"Rufy3"
"ENSMUSG00000084997",1.65249272789574,0.822087874661599,33.1778453084578,0.000187330095917641,0.00320347073018476,"Gm15471"
"ENSMUSG00000036411",-2.67033948516614,1.64396630911551,33.1653488810186,0.000187514660390935,0.00320347073018476,"Matcap2"
"ENSMUSG00000079017",1.16187400770647,5.2499652682252,33.0429291393673,0.000189471994050987,0.00321905909042821,"Ifi27l2a"
"ENSMUSG00000024855",-1.62651614978611,4.44002881720408,33.024509208238,0.000189901363319749,0.00321905909042821,"Pacs1"
"ENSMUSG00000049313",-1.58224344147909,8.94252287489442,33.0028432248399,0.000190374091436284,0.00321905909042821,"Sorl1"
"ENSMUSG00000060073",1.20645303955999,5.16975914703509,33.0000453250297,0.000190437777902552,0.00321905909042821,"Psma3"
"ENSMUSG00000035232",1.29350828224709,4.12352093377775,32.9868143287769,0.000190752569414423,0.00321952416480036,"Pdk3"
"ENSMUSG00000026558",-2.80556364213769,3.89062166731386,32.9422691953452,0.000191809733743502,0.00322937880289152,"Uck2"
"ENSMUSG00000070501",3.22992125834888,2.0523746679229,32.9651843306931,0.000192109766830489,0.00322937880289152,"Ifi214"
"ENSMUSG00000052609",-1.63574171999253,5.53632488392438,32.909812846509,0.000192489072930448,0.00322937880289152,"Plekhg3"
"ENSMUSG00000053914",-1.34109949880929,3.35770795080259,32.7974812492167,0.000195104091689099,0.00323883185440093,"Kdm4d"
"ENSMUSG00000030990",1.10804627076171,3.47059859763259,32.7894503146123,0.000195285696673979,0.00323883185440093,"Pgap2"
"ENSMUSG00000028799",-1.38203104325052,1.02554171115023,32.7230343514444,0.000197332379905385,0.00326662331107777,"Zfp362"
"ENSMUSG00000024947",-1.12259368047558,1.62906850760225,32.6474441497653,0.000198800433543332,0.00328607147303853,"Men1"
"ENSMUSG00000079614",1.1169279272986,3.68657966302135,32.489004608542,0.000202432003784583,0.00332260958281815,"Seh1l"
"ENSMUSG00000044583",1.64290305176331,6.85646121932114,32.4878146427396,0.000202442596660233,0.00332260958281815,"Tlr7"
"ENSMUSG00000036948",1.37537062560173,3.90202310402598,32.4724565468267,0.000202834365433144,0.00332260958281815,"Trappc14"
"ENSMUSG00000041890",-1.13529618115431,6.46620215744147,32.454834221515,0.000203246298424864,0.00332260958281815,"Git2"
"ENSMUSG00000044948",-1.82177565317422,1.52569523225043,32.4170289841441,0.000204561326011322,0.00332880870135878,"Cfap43"
"ENSMUSG00000022707",1.02794566465289,4.22002131893512,32.321163095011,0.00020654861578363,0.00334841626731363,"Gbe1"
"ENSMUSG00000023022",-1.22019362347738,2.27731892066894,32.3131269274723,0.000206838828213051,0.00334841626731363,"Lima1"
"ENSMUSG00000020571",1.06899065655088,4.54735488516885,32.3007334593948,0.000207053847885103,0.00334841626731363,"Pdia6"
"ENSMUSG00000071256",2.00326963796106,0.900041448991987,32.1833260497741,0.000211244517169357,0.00340146164355889,"Zfp213"
"ENSMUSG00000118140",-3.0131415050667,1.5791428251025,32.1656298037945,0.000211954323477937,0.00340311189572671,"Gm4949"
"ENSMUSG00000114797",-1.06795122010565,3.52716692903245,32.0788182561243,0.000212705907859592,0.0034092238627682,"Nup58"
"ENSMUSG00000054169",-1.33415771618821,2.36312883378167,32.0725865784647,0.00021294340179689,0.0034092238627682,"Ceacam10"
"ENSMUSG00000000531",-1.81750037682149,2.06073546269181,32.0479461716264,0.000213683145387674,0.00340934090780466,"Tamalin"
"ENSMUSG00000039130",-1.51493051892088,2.95966536780186,32.023931450756,0.00021416757375698,0.00340934090780466,"Zc3hc1"
"ENSMUSG00000001750",1.70551789287236,8.19539601366336,31.9449190062688,0.000216174207135275,0.00343153589145187,"Tcirg1"
"ENSMUSG00000086109",1.54393022205155,0.791329382416498,31.8937209897163,0.000218443535601313,0.00346265446037329,"Gm13391"
"ENSMUSG00000038235",1.25981581273725,3.31956040743461,31.8021048605773,0.000219997650057667,0.00348236393248061,"F11r"
"ENSMUSG00000044150",-1.05530276874532,5.11519908431034,31.7862954144361,0.000220396445562008,0.00348375594557606,"Bclaf3"
"ENSMUSG00000027466",1.21796002087954,6.32452640330742,31.7664133295446,0.000220932139062447,0.00348428367605667,"Rbck1"
"ENSMUSG00000023800",-1.73612957422659,4.05524737945932,31.7627139292651,0.000221051636805237,0.00348428367605667,"Tiam2"
"ENSMUSG00000027845",1.17603219667568,3.2192810474816,31.6974746422347,0.000222838406305823,0.00350286717259393,"Dclre1b"
"ENSMUSG00000030469",-1.14571114710247,5.3728629508017,31.69556108321,0.000222855741416924,0.00350286717259393,"Zfp719"
"ENSMUSG00000063382",-1.65142003799008,4.15208621342051,31.6766363452776,0.00022339150781699,0.00350637062759804,"Bcl9l"
"ENSMUSG00000032577",-1.29160109543079,6.85526997305991,31.6388701144882,0.000224408804394226,0.00351417905715102,"Mapkapk3"
"ENSMUSG00000023044",-1.88070344967506,2.64498637749865,31.6389994860533,0.000224516124290187,0.00351417905715102,"Csad"
"ENSMUSG00000038459",-1.20736724938407,4.41728035291125,31.5746545288852,0.000226185710504612,0.00353045021953369,"Abhd17c"
"ENSMUSG00000073889",-1.54025799533365,2.30358982533477,31.55394059943,0.000226884764962191,0.0035364361069976,"Il11ra1"
"ENSMUSG00000016206",1.40104372783198,4.5365409257195,31.5137080585507,0.000227886335951297,0.00354711412084192,"H2-M3"
"ENSMUSG00000031792",1.57587899084372,6.52471490027626,31.4667503629681,0.000229205590331326,0.00356250493223716,"Usb1"
"ENSMUSG00000034041",1.09937206953816,3.57515065190829,31.4503874395076,0.000229688878503808,0.00356250493223716,"Lyl1"
"ENSMUSG00000041736",1.82457413331934,6.54854165572408,31.2909490051415,0.000234232774068544,0.00362575510909692,"Tspo"
"ENSMUSG00000025353",1.08877563010737,2.03894652525988,31.2321466398639,0.000236086158100836,0.00364940355011871,"Ormdl2"
"ENSMUSG00000027589",-1.16593508863769,2.06141781161683,31.216402949194,0.000236544400589543,0.00365145054739257,"Pcmtd2"
"ENSMUSG00000050989",-1.37362310975283,6.83988511777595,31.1849849998388,0.000237326854846972,0.00365848976928476,"Selenon"
"ENSMUSG00000018927",-1.20609180509426,8.04259478070343,31.1363042794345,0.0002387647468265,0.0036755996122041,"Ccl6"
"ENSMUSG00000030162",-1.1983651497363,8.74303961480811,31.1071331386564,0.00023963142626828,0.00368174950818226,"Olr1"
"ENSMUSG00000028907",1.0486484285537,1.78936024638053,31.0373047006646,0.000241905471509967,0.00370359920657405,"Utp11"
"ENSMUSG00000018659",-2.45440511375297,2.57946754064851,31.001546197485,0.000243015053199649,0.00370549756305983,"Pnpo"
"ENSMUSG00000038886",-1.68297479132431,5.75567615506472,30.9942523972872,0.000243021389207547,0.00370549756305983,"Man2a2"
"ENSMUSG00000053617",-1.62736886569598,1.07117078534686,30.9715559462694,0.000244414431358337,0.00371662487412874,"Sh3pxd2a"
"ENSMUSG00000000957",1.58950101643125,5.51948699417333,30.918096957995,0.00024534088523954,0.00372565758926765,"Mmp14"
"ENSMUSG00000025044",1.29606762413248,3.2961872327886,30.8825477921879,0.000246470216331073,0.00372895957234014,"Msr1"
"ENSMUSG00000022529",-1.07219758798898,7.75811774030685,30.8780051402966,0.000246572098838583,0.00372895957234014,"Zfp263"
"ENSMUSG00000022898",1.21772535711944,3.65511805822601,30.8684366508855,0.000246889265876361,0.00372895957234014,"Vps26c"
"ENSMUSG00000041836",-1.32471862360369,7.80197261940353,30.7419061489172,0.000250809224886256,0.00377798250443585,"Ptpre"
"ENSMUSG00000025650",-1.13878881965425,1.30483297852507,30.6896110530848,0.000252831838718956,0.00378302592326214,"Col7a1"
"ENSMUSG00000081769",2.12845324484026,1.89928499393479,30.6743781062327,0.000253322937479301,0.00378532021377404,"Carinh"
"ENSMUSG00000049643",1.12117670457703,2.1901576115046,30.6428089214389,0.0002540663611757,0.0037913737812198,"2310022A10Rik"
"ENSMUSG00000030830",-1.01410929811621,7.58661049298794,30.5820666326711,0.000255897783094192,0.00379835978686725,"Itgal"
"ENSMUSG00000042250",-1.40575944904969,1.03784831720799,30.5967058518922,0.000256058106691879,0.00379835978686725,"Pglyrp4"
"ENSMUSG00000021728",-3.03873276743554,6.66598736615488,30.5563942132722,0.000256727100671598,0.00379835978686725,"Emb"
"ENSMUSG00000021767",-1.13395718273389,3.96774388750957,30.5528079796473,0.000256863308025365,0.00379835978686725,"Kat6b"
"ENSMUSG00000014496",-1.18129862408737,3.69993252818773,30.5515075286662,0.000256906997273612,0.00379835978686725,"Ankrd28"
"ENSMUSG00000004707",1.60412092158203,1.36907855123747,30.5283785181389,0.000258126538343685,0.00380294105729286,"Ly9"
"ENSMUSG00000026883",-1.02179765088873,3.45074395642483,30.5106563924928,0.000258234866119378,0.00380294105729286,"Dab2ip"
"ENSMUSG00000028013",-1.64550345567634,0.50391168384081,30.5338588130401,0.000259277919030458,0.00381329086427079,"Ppa2"
"ENSMUSG00000078485",1.50841706090111,4.8400305593365,30.4459756172032,0.000260329680191144,0.00382374144941305,"Plekhn1"
"ENSMUSG00000042265",-1.04164312351021,9.71189069175565,30.4321569439912,0.000260783399471995,0.00382539209146943,"Trem1"
"ENSMUSG00000042354",1.01166488333452,3.2847853914384,30.346962432497,0.000263635630826285,0.00386217583617016,"Gnl3"
"ENSMUSG00000024812",-1.61445005307212,2.34641726723554,30.3378844868346,0.000264054898461358,0.00386291513715828,"Tjp2"
"ENSMUSG00000032469",1.19584809387735,3.30001062765153,30.3248725583642,0.000264375471598144,0.00386291513715828,"Dbr1"
"ENSMUSG00000003153",-2.42975410078745,7.00419063648365,30.275425457089,0.000266011958582664,0.00387476786973139,"Slc2a3"
"ENSMUSG00000042918",-1.85990795044971,1.05984379790113,30.2977790610115,0.000266223901105842,0.00387476786973139,"Mamstr"
"ENSMUSG00000003923",1.3636766715407,1.5986372959515,30.1967453432542,0.00026899268831143,0.00390414118682604,"Tfam"
"ENSMUSG00000071350",1.83524958252457,4.93894682739942,30.1403539838494,0.000270620617470612,0.00391480152639413,"Setdb2"
"ENSMUSG00000014850",2.01573898805822,5.88369568629809,30.1354537070302,0.000270788483382752,0.00391480152639413,"Msh3"
"ENSMUSG00000027131",1.4330215367627,1.78370489366446,30.1349401212385,0.00027107040104237,0.00391480152639413,"Emc4"
"ENSMUSG00000060397",2.34215294091572,0.443243889815127,30.2161833623291,0.000273151110755458,0.00392516238770557,"Zfp128"
"ENSMUSG00000064326",1.45723560254939,1.34786247012981,30.0638059789168,0.000273754278884869,0.00392516238770557,"Siva1"
"ENSMUSG00000042642",1.34147989137858,2.20681229480597,30.0421904122925,0.000274168801960935,0.00392516238770557,"Flad1"
"ENSMUSG00000028330",-1.34756371918994,4.08138998593,29.9637717748675,0.000276809707236439,0.0039518552726099,"Ncbp1"
"ENSMUSG00000036112",1.03977886352096,3.95652164925209,29.931451111296,0.000277956973865906,0.00396318550396336,"Metap2"
"ENSMUSG00000029723",1.03014738004199,7.09680763489809,29.8966665531173,0.00027917628882101,0.00397551292098737,"Spacdr"
"ENSMUSG00000055670",-1.24492383530491,6.40286696492439,29.8814087974467,0.000279722899895003,0.00397824180091789,"Zzef1"
"ENSMUSG00000025351",1.56919072915882,8.63776691210728,29.8645924207084,0.000280326630837599,0.00398177509733457,"Cd63"
"ENSMUSG00000025355",2.46912897252427,5.24334520887405,29.8185938084354,0.00028200264157655,0.00399545335543413,"Mmp19"
"ENSMUSG00000022584",1.12122941342566,6.47510626553174,29.7284864419616,0.000285272190588092,0.00403158315248518,"Ly6c2"
"ENSMUSG00000033313",1.31252306149207,0.993383234270613,29.6946651988911,0.000287212485095555,0.00405389209126686,"Fbxl8"
"ENSMUSG00000042814",-1.35039355565994,1.52730820787418,29.6103140764529,0.000289997087280708,0.00406416775455602,"Mcts2"
"ENSMUSG00000026087",1.39277172742056,4.19214459060908,29.5434062907038,0.000292189043169525,0.00408809314207349,"Mrpl30"
"ENSMUSG00000037552",-1.58484686511013,4.40785931374826,29.5021546781222,0.000293752537180684,0.004103155705687,"Plekhg2"
"ENSMUSG00000090027",-1.89386922579266,1.169339904103,29.4922570574332,0.00029502355008671,0.004103155705687,"Gm15740"
"ENSMUSG00000028954",1.19762181454785,7.75847699434754,29.4629640972027,0.000295225387163136,0.004103155705687,"Nub1"
"ENSMUSG00000062580",1.41591470954343,2.16058765099913,29.4601723408716,0.000295498958257072,0.004103155705687,"Timm17a"
"ENSMUSG00000027641",2.61068198309493,4.71179487597049,29.4489195873719,0.00029578834410994,0.004103155705687,"Rbl1"
"ENSMUSG00000042564",-1.69294805330754,0.448577746717134,29.5086659877596,0.000295828483108333,0.004103155705687,"Fam227a"
"ENSMUSG00000037913",-2.13198296818603,4.18834148851587,29.4050298982383,0.000297478372193897,0.00412093957623858,"Tmem156"
"ENSMUSG00000073609",-1.54847547950925,0.723313322361044,29.4160437183167,0.000298302379349448,0.00412725279675218,"D2hgdh"
"ENSMUSG00000038068",2.0811136082922,3.39916868622171,29.3642713943034,0.000299088470494285,0.00412793656259785,"Rnf144b"
"ENSMUSG00000099974",-1.06491565088027,6.87249963410695,29.3529627953292,0.000299470928702859,0.00412813123981911,"Bcl2a1d"
"ENSMUSG00000078817",-3.00504314240085,5.16807820452725,29.2961440603768,0.000301716949790245,0.00413961717999574,"Nlrp12"
"ENSMUSG00000022651",-1.7968946091914,8.95507018957143,29.2908951248933,0.000301898773202808,0.00413961717999574,"Retnlg"
"ENSMUSG00000026832",-1.11609986131411,7.54816915557427,29.2891245616115,0.000301968397148192,0.00413961717999574,"Cytip"
"ENSMUSG00000032602",-1.25048676997322,5.43827699631404,29.2844929269478,0.000302151053202152,0.00413961717999574,"Slc25a20"
"ENSMUSG00000049600",2.10954380024671,0.57689172493592,29.3343199447971,0.000303491561221466,0.00414784137391337,"Zbtb45"
"ENSMUSG00000018599",1.26124092420521,2.01528219990155,29.2449518620096,0.00030390497696698,0.00414843249314122,"Mief2"
"ENSMUSG00000069844",1.221113799867,1.87880092954848,29.211179959953,0.000305276287598089,0.00415702473282112,"Sco1"
"ENSMUSG00000078783",-1.56968433178088,1.53599217986218,29.1611271522693,0.000307477688460431,0.00418192045458258,"Sirpd"
"ENSMUSG00000062148",2.43720303650827,1.80095764368925,29.1529950961443,0.000308079681755236,0.00418407863736302,"Ear6"
"ENSMUSG00000098708",2.22660754305241,4.54111601712973,29.1286435563591,0.000308383060092965,0.00418407863736302,"Gm27252"
"ENSMUSG00000021809",1.82663361667137,1.81042022388785,29.1169926983999,0.00030921964141707,0.0041872683918318,"Nudt13"
"ENSMUSG00000030729",-1.49406010550059,0.973226204437784,29.115941309717,0.000309732597370448,0.0041872683918318,"Pgm2l1"
"ENSMUSG00000034353",-2.54407732433637,1.47337045724873,29.12556263129,0.000309739046741194,0.0041872683918318,"Ramp1"
"ENSMUSG00000032624",-1.56385373392633,6.09058147542327,29.0376159435435,0.000312055214541126,0.00420431548679199,"Eml4"
"ENSMUSG00000109511",1.01255838976149,3.11401397299706,28.9924373473916,0.000313976559687535,0.00421910707963813,"Nup62"
"ENSMUSG00000100147",-1.83115826860197,1.69422650997933,28.9093487139906,0.000317806573411779,0.00424104002757649,"1700047M11Rik"
"ENSMUSG00000055102",-1.47169771099963,2.90539954332249,28.8987731569049,0.000317879327488556,0.00424104002757649,"Zfp819"
"ENSMUSG00000103948",-1.08168211704338,1.96468731706273,28.8434300119121,0.000320312217722337,0.00425146070456346,"4930594C11Rik"
"ENSMUSG00000027288",-1.11629822540033,6.49838201690565,28.8229967829201,0.000320983990547645,0.00425146070456346,"Zfp106"
"ENSMUSG00000031897",3.08599075366379,6.55436136391821,28.81072529105,0.000321504426097899,0.00425146070456346,"Psmb10"
"ENSMUSG00000039159",-1.80334955437956,7.15839620905278,28.8072920007308,0.000321649319139241,0.00425146070456346,"Ube2h"
